Fault index 1 = needles segment
Fault index 2-5 = Kekerengu, Jordan Thrust, Upper Kowhai segments
Fault index 6-7 = Hope segments
Fault index 8-16 = Humps/Hunderlee segments
Fault index 17-18 = London Hills
Fault index 19 = Fidget
Fault index 20 = interface
longditude (centre of patch), latitude (centre of patch), strike, dip, rake, slip (m), length (km), top of patch (km), bottom of patch (km) index	
173.5214 -42.0858 255.256436 70.000000 180.000000 0.252259 1.950894 19.444444 22.222222	   1.9000000e+01
173.5188 -42.0770 255.256436 70.000000 180.000000 0.103259 1.950894 22.222222 25.000000	   1.9000000e+01
174.6960 -41.7202 221.219375 12.000000 180.000000 0.000000 3.000000 20.000000 20.625000	   2.0000000e+01
174.6701 -41.7022 221.219375 12.000000 180.000000 0.000000 3.000000 20.625000 21.250000	   2.0000000e+01
174.6442 -41.6842 221.219375 12.000000 180.000000 0.000000 3.000000 21.250000 21.875000	   2.0000000e+01
174.6183 -41.6662 221.219375 12.000000 180.000000 0.000000 3.000000 21.875000 22.500000	   2.0000000e+01
174.5924 -41.6482 221.219375 12.000000 180.000000 0.000000 3.000000 22.500000 23.125000	   2.0000000e+01
174.5665 -41.6302 221.219375 12.000000 180.000000 0.000000 3.000000 23.125000 23.750000	   2.0000000e+01
174.5406 -41.6122 221.219375 12.000000 180.000000 0.000000 3.000000 23.750000 24.375000	   2.0000000e+01
174.5148 -41.5942 221.219375 12.000000 180.000000 0.000000 3.000000 24.375000 25.000000	   2.0000000e+01
174.4889 -41.5762 221.219375 12.000000 180.000000 0.000000 3.000000 25.000000 25.625000	   2.0000000e+01
174.4631 -41.5582 221.219375 12.000000 180.000000 0.000000 3.000000 25.625000 26.250000	   2.0000000e+01
174.4373 -41.5402 221.219375 12.000000 180.000000 0.000000 3.000000 26.250000 26.875000	   2.0000000e+01
174.4115 -41.5221 221.219375 12.000000 180.000000 0.000000 3.000000 26.875000 27.500000	   2.0000000e+01
174.3857 -41.5041 221.219375 12.000000 180.000000 0.000000 3.000000 27.500000 28.125000	   2.0000000e+01
174.3600 -41.4861 221.219375 12.000000 180.000000 0.000000 3.000000 28.125000 28.750000	   2.0000000e+01
174.3342 -41.4680 221.219375 12.000000 180.000000 0.000000 3.000000 28.750000 29.375000	   2.0000000e+01
174.3085 -41.4500 221.219375 12.000000 180.000000 0.000000 3.000000 29.375000 30.000000	   2.0000000e+01
174.2828 -41.4319 221.219375 12.000000 180.000000 0.000000 3.000000 30.000000 30.625000	   2.0000000e+01
174.2570 -41.4139 221.219375 12.000000 180.000000 0.000000 3.000000 30.625000 31.250000	   2.0000000e+01
174.2314 -41.3958 221.219375 12.000000 180.000000 0.000000 3.000000 31.250000 31.875000	   2.0000000e+01
174.2057 -41.3777 221.219375 12.000000 180.000000 0.000000 3.000000 31.875000 32.500000	   2.0000000e+01
174.1800 -41.3596 221.219375 12.000000 180.000000 0.000000 3.000000 32.500000 33.125000	   2.0000000e+01
174.1544 -41.3416 221.219375 12.000000 180.000000 0.000000 3.000000 33.125000 33.750000	   2.0000000e+01
174.1287 -41.3235 221.219375 12.000000 180.000000 0.000000 3.000000 33.750000 34.375000	   2.0000000e+01
174.1031 -41.3054 221.219375 12.000000 180.000000 0.000000 3.000000 34.375000 35.000000	   2.0000000e+01
174.6715 -41.7400 221.219375 12.000000 180.000000 0.000000 3.000000 20.000000 20.625000	   2.0000000e+01
174.6456 -41.7220 221.219375 12.000000 180.000000 0.000000 3.000000 20.625000 21.250000	   2.0000000e+01
174.6197 -41.7040 221.219375 12.000000 180.000000 0.000000 3.000000 21.250000 21.875000	   2.0000000e+01
174.5938 -41.6860 221.219375 12.000000 180.000000 0.000000 3.000000 21.875000 22.500000	   2.0000000e+01
174.5679 -41.6680 221.219375 12.000000 180.000000 0.000000 3.000000 22.500000 23.125000	   2.0000000e+01
174.5420 -41.6500 221.219375 12.000000 180.000000 0.000000 3.000000 23.125000 23.750000	   2.0000000e+01
174.5161 -41.6320 221.219375 12.000000 180.000000 0.000000 3.000000 23.750000 24.375000	   2.0000000e+01
174.4903 -41.6140 221.219375 12.000000 180.000000 0.000000 3.000000 24.375000 25.000000	   2.0000000e+01
174.4644 -41.5960 221.219375 12.000000 180.000000 0.000000 3.000000 25.000000 25.625000	   2.0000000e+01
174.4386 -41.5780 221.219375 12.000000 180.000000 0.000000 3.000000 25.625000 26.250000	   2.0000000e+01
174.4128 -41.5599 221.219375 12.000000 180.000000 0.000000 3.000000 26.250000 26.875000	   2.0000000e+01
174.3870 -41.5419 221.219375 12.000000 180.000000 0.000000 3.000000 26.875000 27.500000	   2.0000000e+01
174.3612 -41.5239 221.219375 12.000000 180.000000 0.000000 3.000000 27.500000 28.125000	   2.0000000e+01
174.3355 -41.5058 221.219375 12.000000 180.000000 0.000000 3.000000 28.125000 28.750000	   2.0000000e+01
174.3097 -41.4878 221.219375 12.000000 180.000000 0.000000 3.000000 28.750000 29.375000	   2.0000000e+01
174.2840 -41.4697 221.219375 12.000000 180.000000 0.000000 3.000000 29.375000 30.000000	   2.0000000e+01
174.2583 -41.4517 221.219375 12.000000 180.000000 0.000000 3.000000 30.000000 30.625000	   2.0000000e+01
174.2326 -41.4336 221.219375 12.000000 180.000000 0.000000 3.000000 30.625000 31.250000	   2.0000000e+01
174.2069 -41.4155 221.219375 12.000000 180.000000 0.000000 3.000000 31.250000 31.875000	   2.0000000e+01
174.1812 -41.3974 221.219375 12.000000 180.000000 0.000000 3.000000 31.875000 32.500000	   2.0000000e+01
174.1555 -41.3794 221.219375 12.000000 180.000000 0.000000 3.000000 32.500000 33.125000	   2.0000000e+01
174.1299 -41.3613 221.219375 12.000000 180.000000 0.000000 3.000000 33.125000 33.750000	   2.0000000e+01
174.1042 -41.3432 221.219375 12.000000 180.000000 0.000000 3.000000 33.750000 34.375000	   2.0000000e+01
174.0786 -41.3251 221.219375 12.000000 180.000000 0.000000 3.000000 34.375000 35.000000	   2.0000000e+01
174.6471 -41.7598 221.219375 12.000000 180.000000 0.000000 3.000000 20.000000 20.625000	   2.0000000e+01
174.6211 -41.7418 221.219375 12.000000 180.000000 0.000000 3.000000 20.625000 21.250000	   2.0000000e+01
174.5952 -41.7238 221.219375 12.000000 180.000000 0.000000 3.000000 21.250000 21.875000	   2.0000000e+01
174.5693 -41.7058 221.219375 12.000000 180.000000 0.000000 3.000000 21.875000 22.500000	   2.0000000e+01
174.5434 -41.6878 221.219375 12.000000 180.000000 0.000000 3.000000 22.500000 23.125000	   2.0000000e+01
174.5175 -41.6698 221.219375 12.000000 180.000000 0.000000 3.000000 23.125000 23.750000	   2.0000000e+01
174.4916 -41.6518 221.219375 12.000000 180.000000 0.000000 3.000000 23.750000 24.375000	   2.0000000e+01
174.4658 -41.6338 221.219375 12.000000 180.000000 0.000000 3.000000 24.375000 25.000000	   2.0000000e+01
174.4399 -41.6158 221.219375 12.000000 180.000000 0.000000 3.000000 25.000000 25.625000	   2.0000000e+01
174.4141 -41.5977 221.219375 12.000000 180.000000 0.000000 3.000000 25.625000 26.250000	   2.0000000e+01
174.3883 -41.5797 221.219375 12.000000 180.000000 0.000000 3.000000 26.250000 26.875000	   2.0000000e+01
174.3625 -41.5617 221.219375 12.000000 180.000000 0.000000 3.000000 26.875000 27.500000	   2.0000000e+01
174.3367 -41.5436 221.219375 12.000000 180.000000 0.000000 3.000000 27.500000 28.125000	   2.0000000e+01
174.3110 -41.5256 221.219375 12.000000 180.000000 0.000000 3.000000 28.125000 28.750000	   2.0000000e+01
174.2852 -41.5075 221.219375 12.000000 180.000000 0.000000 3.000000 28.750000 29.375000	   2.0000000e+01
174.2595 -41.4895 221.219375 12.000000 180.000000 0.000000 3.000000 29.375000 30.000000	   2.0000000e+01
174.2338 -41.4714 221.219375 12.000000 180.000000 0.000000 3.000000 30.000000 30.625000	   2.0000000e+01
174.2081 -41.4533 221.219375 12.000000 180.000000 0.000000 3.000000 30.625000 31.250000	   2.0000000e+01
174.1824 -41.4352 221.219375 12.000000 180.000000 0.000000 3.000000 31.250000 31.875000	   2.0000000e+01
174.1567 -41.4172 221.219375 12.000000 180.000000 0.000000 3.000000 31.875000 32.500000	   2.0000000e+01
174.1310 -41.3991 221.219375 12.000000 180.000000 0.000000 3.000000 32.500000 33.125000	   2.0000000e+01
174.1054 -41.3810 221.219375 12.000000 180.000000 0.000000 3.000000 33.125000 33.750000	   2.0000000e+01
174.0797 -41.3629 221.219375 12.000000 180.000000 0.000000 3.000000 33.750000 34.375000	   2.0000000e+01
174.0541 -41.3448 221.219375 12.000000 180.000000 0.000000 3.000000 34.375000 35.000000	   2.0000000e+01
174.6225 -41.7796 221.219375 12.000000 180.000000 0.000000 3.000000 20.000000 20.625000	   2.0000000e+01
174.5966 -41.7616 221.219375 12.000000 180.000000 0.000000 3.000000 20.625000 21.250000	   2.0000000e+01
174.5707 -41.7436 221.219375 12.000000 180.000000 0.000000 3.000000 21.250000 21.875000	   2.0000000e+01
174.5448 -41.7256 221.219375 12.000000 180.000000 0.000000 3.000000 21.875000 22.500000	   2.0000000e+01
174.5189 -41.7076 221.219375 12.000000 180.000000 0.000000 3.000000 22.500000 23.125000	   2.0000000e+01
174.4930 -41.6896 221.219375 12.000000 180.000000 0.000000 3.000000 23.125000 23.750000	   2.0000000e+01
174.4671 -41.6716 221.219375 12.000000 180.000000 0.000000 3.000000 23.750000 24.375000	   2.0000000e+01
174.4413 -41.6536 221.219375 12.000000 180.000000 0.000000 3.000000 24.375000 25.000000	   2.0000000e+01
174.4154 -41.6356 221.219375 12.000000 180.000000 0.000000 3.000000 25.000000 25.625000	   2.0000000e+01
174.3896 -41.6175 221.219375 12.000000 180.000000 0.000000 3.000000 25.625000 26.250000	   2.0000000e+01
174.3638 -41.5995 221.219375 12.000000 180.000000 0.000000 3.000000 26.250000 26.875000	   2.0000000e+01
174.3380 -41.5814 221.219375 12.000000 180.000000 0.000000 3.000000 26.875000 27.500000	   2.0000000e+01
174.3122 -41.5634 221.219375 12.000000 180.000000 0.000000 3.000000 27.500000 28.125000	   2.0000000e+01
174.2865 -41.5453 221.219375 12.000000 180.000000 0.000000 3.000000 28.125000 28.750000	   2.0000000e+01
174.2607 -41.5273 221.219375 12.000000 180.000000 0.000000 3.000000 28.750000 29.375000	   2.0000000e+01
174.2350 -41.5092 221.219375 12.000000 180.000000 0.000000 3.000000 29.375000 30.000000	   2.0000000e+01
174.2092 -41.4911 221.219375 12.000000 180.000000 0.000000 3.000000 30.000000 30.625000	   2.0000000e+01
174.1835 -41.4731 221.219375 12.000000 180.000000 0.000000 3.000000 30.625000 31.250000	   2.0000000e+01
174.1578 -41.4550 221.219375 12.000000 180.000000 0.000000 3.000000 31.250000 31.875000	   2.0000000e+01
174.1322 -41.4369 221.219375 12.000000 180.000000 0.000000 3.000000 31.875000 32.500000	   2.0000000e+01
174.1065 -41.4188 221.219375 12.000000 180.000000 0.000000 3.000000 32.500000 33.125000	   2.0000000e+01
174.0808 -41.4007 221.219375 12.000000 180.000000 0.000000 3.000000 33.125000 33.750000	   2.0000000e+01
174.0552 -41.3826 221.219375 12.000000 180.000000 0.000000 3.000000 33.750000 34.375000	   2.0000000e+01
174.0296 -41.3645 221.219375 12.000000 180.000000 0.000000 3.000000 34.375000 35.000000	   2.0000000e+01
174.5980 -41.7994 221.219375 12.000000 180.000000 0.000000 3.000000 20.000000 20.625000	   2.0000000e+01
174.5721 -41.7814 221.219375 12.000000 180.000000 0.000000 3.000000 20.625000 21.250000	   2.0000000e+01
174.5462 -41.7634 221.219375 12.000000 180.000000 0.000000 3.000000 21.250000 21.875000	   2.0000000e+01
174.5202 -41.7454 221.219375 12.000000 180.000000 0.000000 3.000000 21.875000 22.500000	   2.0000000e+01
174.4943 -41.7274 221.219375 12.000000 180.000000 0.000000 3.000000 22.500000 23.125000	   2.0000000e+01
174.4685 -41.7094 221.219375 12.000000 180.000000 0.000000 3.000000 23.125000 23.750000	   2.0000000e+01
174.4426 -41.6914 221.219375 12.000000 180.000000 0.000000 3.000000 23.750000 24.375000	   2.0000000e+01
174.4167 -41.6734 221.219375 12.000000 180.000000 0.000000 3.000000 24.375000 25.000000	   2.0000000e+01
174.3909 -41.6553 221.219375 12.000000 180.000000 0.000000 3.000000 25.000000 25.625000	   2.0000000e+01
174.3651 -41.6373 221.219375 12.000000 180.000000 0.000000 3.000000 25.625000 26.250000	   2.0000000e+01
174.3393 -41.6192 221.219375 12.000000 180.000000 0.000000 3.000000 26.250000 26.875000	   2.0000000e+01
174.3135 -41.6012 221.219375 12.000000 180.000000 0.000000 3.000000 26.875000 27.500000	   2.0000000e+01
174.2877 -41.5831 221.219375 12.000000 180.000000 0.000000 3.000000 27.500000 28.125000	   2.0000000e+01
174.2619 -41.5651 221.219375 12.000000 180.000000 0.000000 3.000000 28.125000 28.750000	   2.0000000e+01
174.2362 -41.5470 221.219375 12.000000 180.000000 0.000000 3.000000 28.750000 29.375000	   2.0000000e+01
174.2104 -41.5289 221.219375 12.000000 180.000000 0.000000 3.000000 29.375000 30.000000	   2.0000000e+01
174.1847 -41.5109 221.219375 12.000000 180.000000 0.000000 3.000000 30.000000 30.625000	   2.0000000e+01
174.1590 -41.4928 221.219375 12.000000 180.000000 0.000000 3.000000 30.625000 31.250000	   2.0000000e+01
174.1333 -41.4747 221.219375 12.000000 180.000000 0.000000 3.000000 31.250000 31.875000	   2.0000000e+01
174.1076 -41.4566 221.219375 12.000000 180.000000 0.000000 3.000000 31.875000 32.500000	   2.0000000e+01
174.0820 -41.4385 221.219375 12.000000 180.000000 0.000000 3.000000 32.500000 33.125000	   2.0000000e+01
174.0563 -41.4204 221.219375 12.000000 180.000000 0.000000 3.000000 33.125000 33.750000	   2.0000000e+01
174.0307 -41.4023 221.219375 12.000000 180.000000 0.000000 3.000000 33.750000 34.375000	   2.0000000e+01
174.0050 -41.3842 221.219375 12.000000 180.000000 0.000000 3.000000 34.375000 35.000000	   2.0000000e+01
174.5735 -41.8192 221.219375 12.000000 180.000000 0.000000 3.000000 20.000000 20.625000	   2.0000000e+01
174.5475 -41.8012 221.219375 12.000000 180.000000 0.000000 3.000000 20.625000 21.250000	   2.0000000e+01
174.5216 -41.7832 221.219375 12.000000 180.000000 0.000000 3.000000 21.250000 21.875000	   2.0000000e+01
174.4957 -41.7652 221.219375 12.000000 180.000000 0.000000 3.000000 21.875000 22.500000	   2.0000000e+01
174.4698 -41.7472 221.219375 12.000000 180.000000 0.000000 3.000000 22.500000 23.125000	   2.0000000e+01
174.4439 -41.7292 221.219375 12.000000 180.000000 0.000000 3.000000 23.125000 23.750000	   2.0000000e+01
174.4180 -41.7112 221.219375 12.000000 180.000000 0.000000 3.000000 23.750000 24.375000	   2.0000000e+01
174.3922 -41.6931 221.219375 12.000000 180.000000 0.000000 3.000000 24.375000 25.000000	   2.0000000e+01
174.3664 -41.6751 221.219375 12.000000 180.000000 0.000000 3.000000 25.000000 25.625000	   2.0000000e+01
174.3405 -41.6570 221.219375 12.000000 180.000000 0.000000 3.000000 25.625000 26.250000	   2.0000000e+01
174.3147 -41.6390 221.219375 12.000000 180.000000 0.000000 3.000000 26.250000 26.875000	   2.0000000e+01
174.2889 -41.6209 221.219375 12.000000 180.000000 0.000000 3.000000 26.875000 27.500000	   2.0000000e+01
174.2631 -41.6029 221.219375 12.000000 180.000000 0.000000 3.000000 27.500000 28.125000	   2.0000000e+01
174.2374 -41.5848 221.219375 12.000000 180.000000 0.000000 3.000000 28.125000 28.750000	   2.0000000e+01
174.2116 -41.5667 221.219375 12.000000 180.000000 0.000000 3.000000 28.750000 29.375000	   2.0000000e+01
174.1859 -41.5487 221.219375 12.000000 180.000000 0.000000 3.000000 29.375000 30.000000	   2.0000000e+01
174.1602 -41.5306 221.219375 12.000000 180.000000 0.000000 3.000000 30.000000 30.625000	   2.0000000e+01
174.1345 -41.5125 221.219375 12.000000 180.000000 0.000000 3.000000 30.625000 31.250000	   2.0000000e+01
174.1088 -41.4944 221.219375 12.000000 180.000000 0.000000 3.000000 31.250000 31.875000	   2.0000000e+01
174.0831 -41.4763 221.219375 12.000000 180.000000 0.000000 3.000000 31.875000 32.500000	   2.0000000e+01
174.0574 -41.4582 221.219375 12.000000 180.000000 0.000000 3.000000 32.500000 33.125000	   2.0000000e+01
174.0318 -41.4401 221.219375 12.000000 180.000000 0.000000 3.000000 33.125000 33.750000	   2.0000000e+01
174.0061 -41.4220 221.219375 12.000000 180.000000 0.000000 3.000000 33.750000 34.375000	   2.0000000e+01
173.9805 -41.4038 221.219375 12.000000 180.000000 0.000000 3.000000 34.375000 35.000000	   2.0000000e+01
174.5489 -41.8390 221.219375 12.000000 180.000000 0.000000 3.000000 20.000000 20.625000	   2.0000000e+01
174.5230 -41.8210 221.219375 12.000000 180.000000 0.000000 3.000000 20.625000 21.250000	   2.0000000e+01
174.4971 -41.8030 221.219375 12.000000 180.000000 0.000000 3.000000 21.250000 21.875000	   2.0000000e+01
174.4711 -41.7850 221.219375 12.000000 180.000000 0.000000 3.000000 21.875000 22.500000	   2.0000000e+01
174.4452 -41.7670 221.219375 12.000000 180.000000 0.000000 3.000000 22.500000 23.125000	   2.0000000e+01
174.4194 -41.7490 221.219375 12.000000 180.000000 0.000000 3.000000 23.125000 23.750000	   2.0000000e+01
174.3935 -41.7309 221.219375 12.000000 180.000000 0.000000 3.000000 23.750000 24.375000	   2.0000000e+01
174.3676 -41.7129 221.219375 12.000000 180.000000 0.000000 3.000000 24.375000 25.000000	   2.0000000e+01
174.3418 -41.6948 221.219375 12.000000 180.000000 0.000000 3.000000 25.000000 25.625000	   2.0000000e+01
174.3160 -41.6768 221.219375 12.000000 180.000000 0.000000 3.000000 25.625000 26.250000	   2.0000000e+01
174.2902 -41.6587 221.219375 12.000000 180.000000 0.000000 3.000000 26.250000 26.875000	   2.0000000e+01
174.2644 -41.6407 221.219375 12.000000 180.000000 0.000000 3.000000 26.875000 27.500000	   2.0000000e+01
174.2386 -41.6226 221.219375 12.000000 180.000000 0.000000 3.000000 27.500000 28.125000	   2.0000000e+01
174.2128 -41.6045 221.219375 12.000000 180.000000 0.000000 3.000000 28.125000 28.750000	   2.0000000e+01
174.1871 -41.5865 221.219375 12.000000 180.000000 0.000000 3.000000 28.750000 29.375000	   2.0000000e+01
174.1613 -41.5684 221.219375 12.000000 180.000000 0.000000 3.000000 29.375000 30.000000	   2.0000000e+01
174.1356 -41.5503 221.219375 12.000000 180.000000 0.000000 3.000000 30.000000 30.625000	   2.0000000e+01
174.1099 -41.5322 221.219375 12.000000 180.000000 0.000000 3.000000 30.625000 31.250000	   2.0000000e+01
174.0842 -41.5141 221.219375 12.000000 180.000000 0.000000 3.000000 31.250000 31.875000	   2.0000000e+01
174.0585 -41.4960 221.219375 12.000000 180.000000 0.000000 3.000000 31.875000 32.500000	   2.0000000e+01
174.0328 -41.4779 221.219375 12.000000 180.000000 0.000000 3.000000 32.500000 33.125000	   2.0000000e+01
174.0072 -41.4598 221.219375 12.000000 180.000000 0.000000 3.000000 33.125000 33.750000	   2.0000000e+01
173.9816 -41.4416 221.219375 12.000000 180.000000 0.000000 3.000000 33.750000 34.375000	   2.0000000e+01
173.9559 -41.4235 221.219375 12.000000 180.000000 0.000000 3.000000 34.375000 35.000000	   2.0000000e+01
174.5244 -41.8588 221.219375 12.000000 180.000000 0.000000 3.000000 20.000000 20.625000	   2.0000000e+01
174.4984 -41.8408 221.219375 12.000000 180.000000 0.000000 3.000000 20.625000 21.250000	   2.0000000e+01
174.4725 -41.8228 221.219375 12.000000 180.000000 0.000000 3.000000 21.250000 21.875000	   2.0000000e+01
174.4466 -41.8048 221.219375 12.000000 180.000000 0.000000 3.000000 21.875000 22.500000	   2.0000000e+01
174.4207 -41.7868 221.219375 12.000000 180.000000 0.000000 3.000000 22.500000 23.125000	   2.0000000e+01
174.3948 -41.7687 221.219375 12.000000 180.000000 0.000000 3.000000 23.125000 23.750000	   2.0000000e+01
174.3689 -41.7507 221.219375 12.000000 180.000000 0.000000 3.000000 23.750000 24.375000	   2.0000000e+01
174.3431 -41.7326 221.219375 12.000000 180.000000 0.000000 3.000000 24.375000 25.000000	   2.0000000e+01
174.3172 -41.7146 221.219375 12.000000 180.000000 0.000000 3.000000 25.000000 25.625000	   2.0000000e+01
174.2914 -41.6965 221.219375 12.000000 180.000000 0.000000 3.000000 25.625000 26.250000	   2.0000000e+01
174.2656 -41.6785 221.219375 12.000000 180.000000 0.000000 3.000000 26.250000 26.875000	   2.0000000e+01
174.2398 -41.6604 221.219375 12.000000 180.000000 0.000000 3.000000 26.875000 27.500000	   2.0000000e+01
174.2140 -41.6423 221.219375 12.000000 180.000000 0.000000 3.000000 27.500000 28.125000	   2.0000000e+01
174.1882 -41.6243 221.219375 12.000000 180.000000 0.000000 3.000000 28.125000 28.750000	   2.0000000e+01
174.1625 -41.6062 221.219375 12.000000 180.000000 0.000000 3.000000 28.750000 29.375000	   2.0000000e+01
174.1367 -41.5881 221.219375 12.000000 180.000000 0.000000 3.000000 29.375000 30.000000	   2.0000000e+01
